state,date,cases,deaths,population,ccases,cdeaths
Alabama,2021-04-02,400,54,4903185,400,54
Alabama,2021-04-03,349,30,4903185,749,84
Alabama,2021-04-04,194,0,4903185,943,84
Alabama,2021-04-05,109,1,4903185,1052,85
Alabama,2021-04-06,196,14,4903185,1248,99
Alabama,2021-04-07,338,0,4903185,1586,99
Alabama,2021-04-08,464,23,4903185,2050,122
Alabama,2021-04-09,318,11,4903185,2368,133
Alabama,2021-04-10,354,26,4903185,2722,159
Alabama,2021-04-11,311,0,4903185,3033,159
Alabama,2021-04-12,172,0,4903185,3205,159
Alabama,2021-04-13,1432,10,4903185,4637,169
Alabama,2021-04-14,277,6,4903185,4914,175
Alabama,2021-04-15,421,8,4903185,5335,183
Alabama,2021-04-16,422,3,4903185,5757,186
Alabama,2021-04-17,508,51,4903185,6265,237
Alabama,2021-04-18,270,0,4903185,6535,237
Alabama,2021-04-19,111,0,4903185,6646,237
Alabama,2021-04-20,1443,8,4903185,8089,245
Alabama,2021-04-21,412,9,4903185,8501,254
Alabama,2021-04-22,682,17,4903185,9183,271
Alabama,2021-04-23,428,16,4903185,9611,287
Alabama,2021-04-24,421,11,4903185,10032,298
Alabama,2021-04-25,233,0,4903185,10265,298
Alabama,2021-04-26,217,1,4903185,10482,299
Alabama,2021-04-27,359,2,4903185,10841,301
Alabama,2021-04-28,376,25,4903185,11217,326
Alabama,2021-04-29,430,8,4903185,11647,334
Alabama,2021-04-30,409,9,4903185,12056,343
Alabama,2021-05-01,387,17,4903185,12443,360
Alabama,2021-05-02,288,0,4903185,12731,360
Alabama,2021-05-03,187,0,4903185,12918,360
Alabama,2021-05-04,0,0,4903185,12918,360
Alabama,2021-05-05,662,17,4903185,13580,377
Alabama,2021-05-06,565,16,4903185,14145,393
Alabama,2021-05-07,314,20,4903185,14459,413
Alabama,2021-05-08,419,12,4903185,14878,425
Alabama,2021-05-09,244,0,4903185,15122,425
Alabama,2021-05-10,106,0,4903185,15228,425
Alabama,2021-05-11,310,7,4903185,15538,432
Alabama,2021-05-12,347,12,4903185,15885,444
Alabama,2021-05-13,1144,4,4903185,17029,448
Alabama,2021-05-14,4918,23,4903185,21947,471
Alabama,2021-05-15,2016,14,4903185,23963,485
Alabama,2021-05-16,254,0,4903185,24217,485
Alabama,2021-05-17,184,0,4903185,24401,485
Alabama,2021-05-18,336,5,4903185,24737,490
Alabama,2021-05-19,288,2,4903185,25025,492
Alabama,2021-05-20,339,32,4903185,25364,524
Alabama,2021-05-21,443,3,4903185,25807,527
Alabama,2021-05-22,255,32,4903185,26062,559
Alabama,2021-05-23,196,0,4903185,26258,559
Alabama,2021-05-24,132,0,4903185,26390,559
Alabama,2021-05-25,306,12,4903185,26696,571
Alabama,2021-05-26,269,14,4903185,26965,585
Alabama,2021-05-27,346,2,4903185,27311,587
Alabama,2021-05-28,228,6,4903185,27539,593
Alabama,2021-05-29,0,0,4903185,27539,593
Alabama,2021-05-30,0,0,4903185,27539,593
Alabama,2021-05-31,0,0,4903185,27539,593
Alabama,2021-06-01,640,10,4903185,28179,603
Alabama,2021-06-02,553,11,4903185,28732,614
Alabama,2021-06-03,430,21,4903185,29162,635
Alabama,2021-06-04,557,10,4903185,29719,645
Alabama,2021-06-05,0,0,4903185,29719,645
Alabama,2021-06-06,0,0,4903185,29719,645
Alabama,2021-06-07,739,19,4903185,30458,664
Alabama,2021-06-08,216,3,4903185,30674,667
Alabama,2021-06-09,305,29,4903185,30979,696
Alabama,2021-06-10,290,3,4903185,31269,699
Alabama,2021-06-11,188,14,4903185,31457,713
Alabama,2021-06-12,0,0,4903185,31457,713
Alabama,2021-06-13,0,0,4903185,31457,713
Alabama,2021-06-14,550,8,4903185,32007,721
Alabama,2021-06-15,290,7,4903185,32297,728
Alabama,2021-06-16,160,7,4903185,32457,735
Alabama,2021-06-17,0,0,4903185,32457,735
Alabama,2021-06-18,334,18,4903185,32791,753
Alabama,2021-06-19,0,0,4903185,32791,753
Alabama,2021-06-20,0,0,4903185,32791,753
Alabama,2021-06-21,356,5,4903185,33147,758
Alabama,2021-06-22,0,0,4903185,33147,758
Alabama,2021-06-23,381,17,4903185,33528,775
Alabama,2021-06-24,0,0,4903185,33528,775
Alabama,2021-06-25,540,8,4903185,34068,783
Alabama,2021-06-26,0,0,4903185,34068,783
Alabama,2021-06-27,0,0,4903185,34068,783
Alabama,2021-06-28,517,2,4903185,34585,785
Alabama,2021-06-29,0,0,4903185,34585,785
Alabama,2021-06-30,532,14,4903185,35117,799
Alabama,2021-07-01,0,0,4903185,35117,799
Alabama,2021-07-02,315,6,4903185,35432,805
Alabama,2021-07-03,0,0,4903185,35432,805
Alabama,2021-07-04,0,0,4903185,35432,805
Alabama,2021-07-05,0,0,4903185,35432,805
Alabama,2021-07-06,0,0,4903185,35432,805
Alabama,2021-07-07,1613,29,4903185,37045,834
Alabama,2021-07-08,0,0,4903185,37045,834
Alabama,2021-07-09,1160,11,4903185,38205,845
Alabama,2021-07-10,534,4,4903185,38739,849
Alabama,2021-07-11,0,0,4903185,38739,849
Alabama,2021-07-12,610,0,4903185,39349,849
Alabama,2021-07-13,0,0,4903185,39349,849
Alabama,2021-07-14,1398,26,4903185,40747,875
Alabama,2021-07-15,965,11,4903185,41712,886
Alabama,2021-07-16,999,3,4903185,42711,889
Alabama,2021-07-17,901,1,4903185,43612,890
Alabama,2021-07-18,724,0,4903185,44336,890
Alabama,2021-07-19,718,0,4903185,45054,890
Alabama,2021-07-20,1391,17,4903185,46445,907
Alabama,2021-07-21,1632,2,4903185,48077,909
Alabama,2021-07-22,1567,6,4903185,49644,915
Alabama,2021-07-23,1733,4,4903185,51377,919
Alabama,2021-07-24,1888,11,4903185,53265,930
Alabama,2021-07-25,1536,0,4903185,54801,930
Alabama,2021-07-26,1403,0,4903185,56204,930
Alabama,2021-07-27,2667,9,4903185,58871,939
Alabama,2021-07-28,2726,18,4903185,61597,957
Alabama,2021-07-29,0,0,4903185,61597,957
Alabama,2021-07-30,0,0,4903185,61597,957
Alabama,2021-07-31,8144,26,4903185,69741,983
Alabama,2021-08-01,1798,0,4903185,71539,983
Alabama,2021-08-02,1705,0,4903185,73244,983
Alabama,2021-08-03,3307,6,4903185,76551,989
Alabama,2021-08-04,3399,19,4903185,79950,1008
Alabama,2021-08-05,3817,13,4903185,83767,1021
Alabama,2021-08-06,3685,26,4903185,87452,1047
Alabama,2021-08-07,3891,24,4903185,91343,1071
Alabama,2021-08-08,0,0,4903185,91343,1071
Alabama,2021-08-09,4877,1,4903185,96220,1072
Alabama,2021-08-10,3815,23,4903185,100035,1095
Alabama,2021-08-11,3851,41,4903185,103886,1136
Alabama,2021-08-12,4167,35,4903185,108053,1171
Alabama,2021-08-13,3986,41,4903185,112039,1212
Alabama,2021-08-14,0,0,4903185,112039,1212
Alabama,2021-08-15,6992,33,4903185,119031,1245
Alabama,2021-08-16,2466,1,4903185,121497,1246
Alabama,2021-08-17,4023,33,4903185,125520,1279
Alabama,2021-08-18,4465,40,4903185,129985,1319
Alabama,2021-08-19,3890,42,4903185,133875,1361
Alabama,2021-08-20,3799,28,4903185,137674,1389
Alabama,2021-08-21,6210,58,4903185,143884,1447
Alabama,2021-08-22,3315,0,4903185,147199,1447
Alabama,2021-08-23,2588,0,4903185,149787,1447
Alabama,2021-08-24,0,0,4903185,149787,1447
Alabama,2021-08-25,0,0,4903185,149787,1447
Alabama,2021-08-26,11142,103,4903185,160929,1550
Alabama,2021-08-27,5033,50,4903185,165962,1600
Alabama,2021-08-28,6190,66,4903185,172152,1666
Alabama,2021-08-29,3433,3,4903185,175585,1669
Alabama,2021-08-30,3072,0,4903185,178657,1669
Alabama,2021-08-31,5206,61,4903185,183863,1730
Alabama,2021-09-01,4691,8,4903185,188554,1738
Alabama,2021-09-02,5312,39,4903185,193866,1777
Alabama,2021-09-03,5128,64,4903185,198994,1841
Alabama,2021-09-04,4420,20,4903185,203414,1861
Alaska,2021-04-02,203,0,740995,203,0
Alaska,2021-04-03,0,0,740995,203,0
Alaska,2021-04-04,0,0,740995,203,0
Alaska,2021-04-05,500,0,740995,703,0
Alaska,2021-04-06,80,0,740995,783,0
Alaska,2021-04-07,222,0,740995,1005,0
Alaska,2021-04-08,228,0,740995,1233,0
Alaska,2021-04-09,251,0,740995,1484,0
Alaska,2021-04-10,0,0,740995,1484,0
Alaska,2021-04-11,0,0,740995,1484,0
Alaska,2021-04-12,398,1,740995,1882,1
Alaska,2021-04-13,156,0,740995,2038,1
Alaska,2021-04-14,200,0,740995,2238,1
Alaska,2021-04-15,194,20,740995,2432,21
Alaska,2021-04-16,191,0,740995,2623,21
Alaska,2021-04-17,0,0,740995,2623,21
Alaska,2021-04-18,0,0,740995,2623,21
Alaska,2021-04-19,449,0,740995,3072,21
Alaska,2021-04-20,109,0,740995,3181,21
Alaska,2021-04-21,201,0,740995,3382,21
Alaska,2021-04-22,229,0,740995,3611,21
Alaska,2021-04-23,150,0,740995,3761,21
Alaska,2021-04-24,0,0,740995,3761,21
Alaska,2021-04-25,0,0,740995,3761,21
Alaska,2021-04-26,450,13,740995,4211,34
Alaska,2021-04-27,138,0,740995,4349,34
Alaska,2021-04-28,187,0,740995,4536,34
Alaska,2021-04-29,168,0,740995,4704,34
Alaska,2021-04-30,146,0,740995,4850,34
Alaska,2021-05-01,0,0,740995,4850,34
Alaska,2021-05-02,0,0,740995,4850,34
Alaska,2021-05-03,278,1,740995,5128,35
Alaska,2021-05-04,92,0,740995,5220,35
Alaska,2021-05-05,148,0,740995,5368,35
Alaska,2021-05-06,96,1,740995,5464,36
Alaska,2021-05-07,118,0,740995,5582,36
Alaska,2021-05-08,0,0,740995,5582,36
Alaska,2021-05-09,0,0,740995,5582,36
Alaska,2021-05-10,237,0,740995,5819,36
Alaska,2021-05-11,61,2,740995,5880,38
Alaska,2021-05-12,89,2,740995,5969,40
Alaska,2021-05-13,84,0,740995,6053,40
Alaska,2021-05-14,113,0,740995,6166,40
Alaska,2021-05-15,0,0,740995,6166,40
Alaska,2021-05-16,0,0,740995,6166,40
Alaska,2021-05-17,136,11,740995,6302,51
Alaska,2021-05-18,57,4,740995,6359,55
Alaska,2021-05-19,99,1,740995,6458,56
Alaska,2021-05-20,79,0,740995,6537,56
Alaska,2021-05-21,67,0,740995,6604,56
Alaska,2021-05-22,0,0,740995,6604,56
Alaska,2021-05-23,0,0,740995,6604,56
Alaska,2021-05-24,97,0,740995,6701,56
Alaska,2021-05-25,53,0,740995,6754,56
Alaska,2021-05-26,67,0,740995,6821,56
Alaska,2021-05-27,43,0,740995,6864,56
Alaska,2021-05-28,46,0,740995,6910,56
Alaska,2021-05-29,0,0,740995,6910,56
Alaska,2021-05-30,0,0,740995,6910,56
Alaska,2021-05-31,0,0,740995,6910,56
Alaska,2021-06-01,111,0,740995,7021,56
Alaska,2021-06-02,36,0,740995,7057,56
Alaska,2021-06-03,53,0,740995,7110,56
Alaska,2021-06-04,61,0,740995,7171,56
Alaska,2021-06-05,0,0,740995,7171,56
Alaska,2021-06-06,0,0,740995,7171,56
Alaska,2021-06-07,51,0,740995,7222,56
Alaska,2021-06-08,0,0,740995,7222,56
Alaska,2021-06-09,68,0,740995,7290,56
Alaska,2021-06-10,0,0,740995,7290,56
Alaska,2021-06-11,64,4,740995,7354,60
Alaska,2021-06-12,0,0,740995,7354,60
Alaska,2021-06-13,0,0,740995,7354,60
Alaska,2021-06-14,65,0,740995,7419,60
Alaska,2021-06-15,0,0,740995,7419,60
Alaska,2021-06-16,53,0,740995,7472,60
Alaska,2021-06-17,0,0,740995,7472,60
Alaska,2021-06-18,105,0,740995,7577,60
Alaska,2021-06-19,0,0,740995,7577,60
Alaska,2021-06-20,0,0,740995,7577,60
Alaska,2021-06-21,88,0,740995,7665,60
Alaska,2021-06-22,0,0,740995,7665,60
Alaska,2021-06-23,72,1,740995,7737,61
Alaska,2021-06-24,0,0,740995,7737,61
Alaska,2021-06-25,0,0,740995,7737,61
Alaska,2021-06-26,0,0,740995,7737,61
Alaska,2021-06-27,0,0,740995,7737,61
Alaska,2021-06-28,146,0,740995,7883,61
Alaska,2021-06-29,6,0,740995,7889,61
Alaska,2021-06-30,88,3,740995,7977,64
Alaska,2021-07-01,0,0,740995,7977,64
Alaska,2021-07-02,109,0,740995,8086,64
Alaska,2021-07-03,0,0,740995,8086,64
Alaska,2021-07-04,0,0,740995,8086,64
Alaska,2021-07-05,0,0,740995,8086,64
Alaska,2021-07-06,0,0,740995,8086,64
Alaska,2021-07-07,214,0,740995,8300,64
Alaska,2021-07-08,0,0,740995,8300,64
Alaska,2021-07-09,133,2,740995,8433,66
Alaska,2021-07-10,0,0,740995,8433,66
Alaska,2021-07-11,0,0,740995,8433,66
Alaska,2021-07-12,174,2,740995,8607,68
Alaska,2021-07-13,0,0,740995,8607,68
Alaska,2021-07-14,248,0,740995,8855,68
Alaska,2021-07-15,0,0,740995,8855,68
Alaska,2021-07-16,287,0,740995,9142,68
Alaska,2021-07-17,0,0,740995,9142,68
Alaska,2021-07-18,0,0,740995,9142,68
Alaska,2021-07-19,459,0,740995,9601,68
Alaska,2021-07-20,0,0,740995,9601,68
Alaska,2021-07-21,475,1,740995,10076,69
Alaska,2021-07-22,0,0,740995,10076,69
Alaska,2021-07-23,379,2,740995,10455,71
Alaska,2021-07-24,65,0,740995,10520,71
Alaska,2021-07-25,0,0,740995,10520,71
Alaska,2021-07-26,565,0,740995,11085,71
Alaska,2021-07-27,0,0,740995,11085,71
Alaska,2021-07-28,528,2,740995,11613,73
Alaska,2021-07-29,0,0,740995,11613,73
Alaska,2021-07-30,575,3,740995,12188,76
Alaska,2021-07-31,0,0,740995,12188,76
Alaska,2021-08-01,0,0,740995,12188,76
Alaska,2021-08-02,751,0,740995,12939,76
Alaska,2021-08-03,295,2,740995,13234,78
Alaska,2021-08-04,342,2,740995,13576,80
Alaska,2021-08-05,379,5,740995,13955,85
Alaska,2021-08-06,333,0,740995,14288,85
Alaska,2021-08-07,0,0,740995,14288,85
Alaska,2021-08-08,0,0,740995,14288,85
Alaska,2021-08-09,855,1,740995,15143,86
Alaska,2021-08-10,260,1,740995,15403,87
Alaska,2021-08-11,0,0,740995,15403,87
Alaska,2021-08-12,784,3,740995,16187,90
Alaska,2021-08-13,338,0,740995,16525,90
Alaska,2021-08-14,0,0,740995,16525,90
Alaska,2021-08-15,0,0,740995,16525,90
Alaska,2021-08-16,1062,0,740995,17587,90
Alaska,2021-08-17,452,5,740995,18039,95
Alaska,2021-08-18,665,4,740995,18704,99
Alaska,2021-08-19,685,0,740995,19389,99
Alaska,2021-08-20,469,2,740995,19858,101
Alaska,2021-08-21,0,0,740995,19858,101
Alaska,2021-08-22,0,0,740995,19858,101
Alaska,2021-08-23,1116,0,740995,20974,101
Alaska,2021-08-24,595,13,740995,21569,114
Alaska,2021-08-25,624,11,740995,22193,125
Alaska,2021-08-26,727,0,740995,22920,125
Alaska,2021-08-27,535,0,740995,23455,125
Alaska,2021-08-28,0,0,740995,23455,125
Alaska,2021-08-29,0,0,740995,23455,125
Alaska,2021-08-30,1155,0,740995,24610,125
Alaska,2021-08-31,639,6,740995,25249,131
Alaska,2021-09-01,798,4,740995,26047,135
Alaska,2021-09-02,715,0,740995,26762,135
Alaska,2021-09-03,582,0,740995,27344,135
Alaska,2021-09-04,0,0,740995,27344,135
Arizona,2021-04-02,940,12,7278717,940,12
Arizona,2021-04-03,706,2,7278717,1646,14
Arizona,2021-04-04,464,-1,7278717,2110,13
Arizona,2021-04-05,608,0,7278717,2718,13
Arizona,2021-04-06,570,6,7278717,3288,19
Arizona,2021-04-07,750,27,7278717,4038,46
Arizona,2021-04-08,670,32,7278717,4708,78
Arizona,2021-04-09,1302,7,7278717,6010,85
Arizona,2021-04-10,819,30,7278717,6829,115
Arizona,2021-04-11,540,-6,7278717,7369,109
Arizona,2021-04-12,675,0,7278717,8044,109
Arizona,2021-04-13,610,19,7278717,8654,128
Arizona,2021-04-14,419,4,7278717,9073,132
Arizona,2021-04-15,460,14,7278717,9533,146
Arizona,2021-04-16,845,30,7278717,10378,176
Arizona,2021-04-17,480,-2,7278717,10858,174
Arizona,2021-04-18,711,2,7278717,11569,176
Arizona,2021-04-19,692,0,7278717,12261,176
Arizona,2021-04-20,702,40,7278717,12963,216
Arizona,2021-04-21,649,6,7278717,13612,222
Arizona,2021-04-22,647,22,7278717,14259,244
Arizona,2021-04-23,896,17,7278717,15155,261
Arizona,2021-04-24,729,22,7278717,15884,283
Arizona,2021-04-25,661,8,7278717,16545,291
Arizona,2021-04-26,750,0,7278717,17295,291
Arizona,2021-04-27,682,8,7278717,17977,299
Arizona,2021-04-28,603,6,7278717,18580,305
Arizona,2021-04-29,881,23,7278717,19461,328
Arizona,2021-04-30,844,19,7278717,20305,347
Arizona,2021-05-01,1074,14,7278717,21379,361
Arizona,2021-05-02,356,6,7278717,21735,367
Arizona,2021-05-03,652,0,7278717,22387,367
Arizona,2021-05-04,701,11,7278717,23088,378
Arizona,2021-05-05,742,5,7278717,23830,383
Arizona,2021-05-06,601,7,7278717,24431,390
Arizona,2021-05-07,820,24,7278717,25251,414
Arizona,2021-05-08,939,16,7278717,26190,430
Arizona,2021-05-09,448,2,7278717,26638,432
Arizona,2021-05-10,642,0,7278717,27280,432
Arizona,2021-05-11,683,19,7278717,27963,451
Arizona,2021-05-12,469,2,7278717,28432,453
Arizona,2021-05-13,544,8,7278717,28976,461
Arizona,2021-05-14,854,9,7278717,29830,470
Arizona,2021-05-15,474,12,7278717,30304,482
Arizona,2021-05-16,482,0,7278717,30786,482
Arizona,2021-05-17,468,7,7278717,31254,489
Arizona,2021-05-18,619,14,7278717,31873,503
Arizona,2021-05-19,540,17,7278717,32413,520
Arizona,2021-05-20,590,12,7278717,33003,532
Arizona,2021-05-21,571,22,7278717,33574,554
Arizona,2021-05-22,645,16,7278717,34219,570
Arizona,2021-05-23,321,8,7278717,34540,578
Arizona,2021-05-24,450,0,7278717,34990,578
Arizona,2021-05-25,500,14,7278717,35490,592
Arizona,2021-05-26,656,7,7278717,36146,599
Arizona,2021-05-27,764,18,7278717,36910,617
Arizona,2021-05-28,807,15,7278717,37717,632
Arizona,2021-05-29,557,19,7278717,38274,651
Arizona,2021-05-30,0,0,7278717,38274,651
Arizona,2021-05-31,984,0,7278717,39258,651
Arizona,2021-06-01,4,0,7278717,39262,651
Arizona,2021-06-02,915,20,7278717,40177,671
Arizona,2021-06-03,322,5,7278717,40499,676
Arizona,2021-06-04,346,20,7278717,40845,696
Arizona,2021-06-05,277,25,7278717,41122,721
Arizona,2021-06-06,507,2,7278717,41629,723
Arizona,2021-06-07,374,0,7278717,42003,723
Arizona,2021-06-08,414,13,7278717,42417,736
Arizona,2021-06-09,433,2,7278717,42850,738
Arizona,2021-06-10,370,27,7278717,43220,765
Arizona,2021-06-11,422,-2,7278717,43642,763
Arizona,2021-06-12,570,21,7278717,44212,784
Arizona,2021-06-13,348,7,7278717,44560,791
Arizona,2021-06-14,394,0,7278717,44954,791
Arizona,2021-06-15,423,11,7278717,45377,802
Arizona,2021-06-16,436,12,7278717,45813,814
Arizona,2021-06-17,332,18,7278717,46145,832
Arizona,2021-06-18,364,13,7278717,46509,845
Arizona,2021-06-19,641,16,7278717,47150,861
Arizona,2021-06-20,385,5,7278717,47535,866
Arizona,2021-06-21,384,0,7278717,47919,866
Arizona,2021-06-22,422,15,7278717,48341,881
Arizona,2021-06-23,490,10,7278717,48831,891
Arizona,2021-06-24,626,7,7278717,49457,898
Arizona,2021-06-25,587,28,7278717,50044,926
Arizona,2021-06-26,475,11,7278717,50519,937
Arizona,2021-06-27,436,-1,7278717,50955,936
Arizona,2021-06-28,413,0,7278717,51368,936
Arizona,2021-06-29,546,17,7278717,51914,953
Arizona,2021-06-30,769,6,7278717,52683,959
Arizona,2021-07-01,472,3,7278717,53155,962
Arizona,2021-07-02,526,22,7278717,53681,984
Arizona,2021-07-03,645,14,7278717,54326,998
Arizona,2021-07-04,442,4,7278717,54768,1002
Arizona,2021-07-05,50,0,7278717,54818,1002
Arizona,2021-07-06,900,21,7278717,55718,1023
Arizona,2021-07-07,373,4,7278717,56091,1027
Arizona,2021-07-08,625,-1,7278717,56716,1026
Arizona,2021-07-09,921,6,7278717,57637,1032
Arizona,2021-07-10,807,20,7278717,58444,1052
Arizona,2021-07-11,803,4,7278717,59247,1056
Arizona,2021-07-12,122,2,7278717,59369,1058
Arizona,2021-07-13,345,20,7278717,59714,1078
Arizona,2021-07-14,1945,21,7278717,61659,1099
Arizona,2021-07-15,1014,7,7278717,62673,1106
Arizona,2021-07-16,1251,17,7278717,63924,1123
Arizona,2021-07-17,0,0,7278717,63924,1123
Arizona,2021-07-18,2132,17,7278717,66056,1140
Arizona,2021-07-19,1034,0,7278717,67090,1140
Arizona,2021-07-20,1154,0,7278717,68244,1140
Arizona,2021-07-21,1043,10,7278717,69287,1150
Arizona,2021-07-22,1174,10,7278717,70461,1160
Arizona,2021-07-23,1479,7,7278717,71940,1167
Arizona,2021-07-24,1528,26,7278717,73468,1193
Arizona,2021-07-25,1508,1,7278717,74976,1194
Arizona,2021-07-26,1441,0,7278717,76417,1194
Arizona,2021-07-27,1475,12,7278717,77892,1206
Arizona,2021-07-28,1361,2,7278717,79253,1208
Arizona,2021-07-29,1759,15,7278717,81012,1223
Arizona,2021-07-30,1965,24,7278717,82977,1247
Arizona,2021-07-31,2066,22,7278717,85043,1269
Arizona,2021-08-01,2306,5,7278717,87349,1274
Arizona,2021-08-02,1846,1,7278717,89195,1275
Arizona,2021-08-03,1974,30,7278717,91169,1305
Arizona,2021-08-04,2286,7,7278717,93455,1312
Arizona,2021-08-05,2289,11,7278717,95744,1323
Arizona,2021-08-06,2826,42,7278717,98570,1365
Arizona,2021-08-07,2653,34,7278717,101223,1399
Arizona,2021-08-08,2639,12,7278717,103862,1411
Arizona,2021-08-09,2191,0,7278717,106053,1411
Arizona,2021-08-10,2582,12,7278717,108635,1423
Arizona,2021-08-11,1970,6,7278717,110605,1429
Arizona,2021-08-12,2970,6,7278717,113575,1435
Arizona,2021-08-13,3225,23,7278717,116800,1458
Arizona,2021-08-14,3418,27,7278717,120218,1485
Arizona,2021-08-15,3052,2,7278717,123270,1487
Arizona,2021-08-16,2400,0,7278717,125670,1487
Arizona,2021-08-17,2661,3,7278717,128331,1490
Arizona,2021-08-18,2402,37,7278717,130733,1527
Arizona,2021-08-19,3546,4,7278717,134279,1531
Arizona,2021-08-20,3109,53,7278717,137388,1584
Arizona,2021-08-21,3195,36,7278717,140583,1620
Arizona,2021-08-22,3307,3,7278717,143890,1623
Arizona,2021-08-23,2632,0,7278717,146522,1623
Arizona,2021-08-24,2595,38,7278717,149117,1661
Arizona,2021-08-25,0,0,7278717,149117,1661
Arizona,2021-08-26,6855,23,7278717,155972,1684
Arizona,2021-08-27,3707,63,7278717,159679,1747
Arizona,2021-08-28,3893,55,7278717,163572,1802
Arizona,2021-08-29,2090,8,7278717,165662,1810
Arizona,2021-08-30,3247,0,7278717,168909,1810
Arizona,2021-08-31,822,-1,7278717,169731,1809
Arizona,2021-09-01,4740,67,7278717,174471,1876
Arizona,2021-09-02,3470,26,7278717,177941,1902
Arizona,2021-09-03,3802,80,7278717,181743,1982
Arizona,2021-09-04,3424,38,7278717,185167,2020
Arkansas,2021-04-02,144,3,3017804,144,3
Arkansas,2021-04-03,217,2,3017804,361,5
Arkansas,2021-04-04,84,2,3017804,445,7
Arkansas,2021-04-05,44,5,3017804,489,12
Arkansas,2021-04-06,163,5,3017804,652,17
Arkansas,2021-04-07,244,7,3017804,896,24
Arkansas,2021-04-08,199,2,3017804,1095,26
Arkansas,2021-04-09,178,-1,3017804,1273,25
Arkansas,2021-04-10,171,0,3017804,1444,25
Arkansas,2021-04-11,100,0,3017804,1544,25
Arkansas,2021-04-12,69,4,3017804,1613,29
Arkansas,2021-04-13,224,8,3017804,1837,37
Arkansas,2021-04-14,220,7,3017804,2057,44
Arkansas,2021-04-15,283,6,3017804,2340,50
Arkansas,2021-04-16,237,6,3017804,2577,56
Arkansas,2021-04-17,221,1,3017804,2798,57
Arkansas,2021-04-18,45,1,3017804,2843,58
Arkansas,2021-04-19,59,5,3017804,2902,63
Arkansas,2021-04-20,198,7,3017804,3100,70
Arkansas,2021-04-21,352,2,3017804,3452,72
Arkansas,2021-04-22,161,3,3017804,3613,75
Arkansas,2021-04-23,236,5,3017804,3849,80
Arkansas,2021-04-24,184,1,3017804,4033,81
Arkansas,2021-04-25,64,1,3017804,4097,82
Arkansas,2021-04-26,63,2,3017804,4160,84
Arkansas,2021-04-27,229,5,3017804,4389,89
Arkansas,2021-04-28,291,1,3017804,4680,90
Arkansas,2021-04-29,240,9,3017804,4920,99
Arkansas,2021-04-30,196,4,3017804,5116,103
Arkansas,2021-05-01,243,2,3017804,5359,105
Arkansas,2021-05-02,137,2,3017804,5496,107
Arkansas,2021-05-03,61,4,3017804,5557,111
Arkansas,2021-05-04,296,5,3017804,5853,116
Arkansas,2021-05-05,298,2,3017804,6151,118
Arkansas,2021-05-06,188,3,3017804,6339,121
Arkansas,2021-05-07,222,2,3017804,6561,123
Arkansas,2021-05-08,245,1,3017804,6806,124
Arkansas,2021-05-09,95,1,3017804,6901,125
Arkansas,2021-05-10,76,3,3017804,6977,128
Arkansas,2021-05-11,233,6,3017804,7210,134
Arkansas,2021-05-12,224,7,3017804,7434,141
Arkansas,2021-05-13,192,6,3017804,7626,147
Arkansas,2021-05-14,250,7,3017804,7876,154
Arkansas,2021-05-15,202,3,3017804,8078,157
Arkansas,2021-05-16,95,1,3017804,8173,158
Arkansas,2021-05-17,67,2,3017804,8240,160
Arkansas,2021-05-18,313,9,3017804,8553,169
Arkansas,2021-05-19,244,0,3017804,8797,169
Arkansas,2021-05-20,256,3,3017804,9053,172
Arkansas,2021-05-21,201,3,3017804,9254,175
Arkansas,2021-05-22,177,5,3017804,9431,180
Arkansas,2021-05-23,97,1,3017804,9528,181
Arkansas,2021-05-24,49,3,3017804,9577,184
Arkansas,2021-05-25,329,4,3017804,9906,188
Arkansas,2021-05-26,183,3,3017804,10089,191
Arkansas,2021-05-27,218,2,3017804,10307,193
Arkansas,2021-05-28,214,1,3017804,10521,194
Arkansas,2021-05-29,160,0,3017804,10681,194
Arkansas,2021-05-30,61,2,3017804,10742,196
Arkansas,2021-05-31,30,1,3017804,10772,197
Arkansas,2021-06-01,69,1,3017804,10841,198
Arkansas,2021-06-02,242,1,3017804,11083,199
Arkansas,2021-06-03,197,7,3017804,11280,206
Arkansas,2021-06-04,253,3,3017804,11533,209
Arkansas,2021-06-05,203,1,3017804,11736,210
Arkansas,2021-06-06,88,0,3017804,11824,210
Arkansas,2021-06-07,62,3,3017804,11886,213
Arkansas,2021-06-08,231,3,3017804,12117,216
Arkansas,2021-06-09,201,2,3017804,12318,218
Arkansas,2021-06-10,289,2,3017804,12607,220
Arkansas,2021-06-11,393,3,3017804,13000,223
Arkansas,2021-06-12,264,1,3017804,13264,224
Arkansas,2021-06-13,91,1,3017804,13355,225
Arkansas,2021-06-14,103,2,3017804,13458,227
Arkansas,2021-06-15,302,6,3017804,13760,233
Arkansas,2021-06-16,288,-2,3017804,14048,231
Arkansas,2021-06-17,288,2,3017804,14336,233
Arkansas,2021-06-18,276,5,3017804,14612,238
Arkansas,2021-06-19,251,0,3017804,14863,238
Arkansas,2021-06-20,133,0,3017804,14996,238
Arkansas,2021-06-21,90,2,3017804,15086,240
Arkansas,2021-06-22,485,8,3017804,15571,248
Arkansas,2021-06-23,389,3,3017804,15960,251
Arkansas,2021-06-24,383,3,3017804,16343,254
Arkansas,2021-06-25,302,3,3017804,16645,257
Arkansas,2021-06-26,0,0,3017804,16645,257
