state,date,cases,deaths,population,ccases,cdeaths
Iowa,2021-05-12,374,5,3155070,16429,243
Iowa,2021-05-13,256,3,3155070,16685,246
Iowa,2021-05-14,235,1,3155070,16920,247
Iowa,2021-05-15,175,2,3155070,17095,249
Iowa,2021-05-16,138,6,3155070,17233,255
Iowa,2021-05-17,124,0,3155070,17357,255
Iowa,2021-05-18,199,7,3155070,17556,262
Iowa,2021-05-19,291,5,3155070,17847,267
Iowa,2021-05-20,210,7,3155070,18057,274
Iowa,2021-05-21,169,10,3155070,18226,284
Iowa,2021-05-22,156,0,3155070,18382,284
Iowa,2021-05-23,109,0,3155070,18491,284
Iowa,2021-05-24,91,0,3155070,18582,284
Iowa,2021-05-25,154,3,3155070,18736,287
Iowa,2021-05-26,158,6,3155070,18894,293
Iowa,2021-05-27,112,3,3155070,19006,296
Iowa,2021-05-28,110,6,3155070,19116,302
Iowa,2021-05-29,78,2,3155070,19194,304
Iowa,2021-05-30,51,0,3155070,19245,304
Iowa,2021-05-31,42,0,3155070,19287,304
Iowa,2021-06-01,54,2,3155070,19341,306
Iowa,2021-06-02,162,4,3155070,19503,310
Iowa,2021-06-03,125,4,3155070,19628,314
Iowa,2021-06-04,97,2,3155070,19725,316
Iowa,2021-06-05,94,1,3155070,19819,317
Iowa,2021-06-06,68,4,3155070,19887,321
Iowa,2021-06-07,40,1,3155070,19927,322
Iowa,2021-06-08,92,5,3155070,20019,327
Iowa,2021-06-09,92,6,3155070,20111,333
Iowa,2021-06-10,83,11,3155070,20194,344
Iowa,2021-06-11,107,2,3155070,20301,346
Iowa,2021-06-12,85,2,3155070,20386,348
Iowa,2021-06-13,57,3,3155070,20443,351
Iowa,2021-06-14,70,0,3155070,20513,351
Iowa,2021-06-15,101,1,3155070,20614,352
Iowa,2021-06-16,85,6,3155070,20699,358
Iowa,2021-06-17,74,0,3155070,20773,358
Iowa,2021-06-18,75,0,3155070,20848,358
Iowa,2021-06-19,62,3,3155070,20910,361
Iowa,2021-06-20,51,2,3155070,20961,363
Iowa,2021-06-21,44,0,3155070,21005,363
Iowa,2021-06-22,81,3,3155070,21086,366
Iowa,2021-06-23,92,3,3155070,21178,369
Iowa,2021-06-24,56,4,3155070,21234,373
Iowa,2021-06-25,79,1,3155070,21313,374
Iowa,2021-06-26,82,6,3155070,21395,380
Iowa,2021-06-27,51,2,3155070,21446,382
Iowa,2021-06-28,53,0,3155070,21499,382
Iowa,2021-06-29,103,1,3155070,21602,383
Iowa,2021-06-30,122,4,3155070,21724,387
Iowa,2021-07-01,99,2,3155070,21823,389
Iowa,2021-07-02,94,2,3155070,21917,391
Iowa,2021-07-03,66,4,3155070,21983,395
Iowa,2021-07-04,60,0,3155070,22043,395
Iowa,2021-07-05,27,0,3155070,22070,395
Iowa,2021-07-06,77,2,3155070,22147,397
Iowa,2021-07-07,1044,1,3155070,23191,398
Iowa,2021-07-08,-947,0,3155070,22244,398
Iowa,2021-07-09,246,0,3155070,22490,398
Iowa,2021-07-10,0,0,3155070,22490,398
Iowa,2021-07-11,0,0,3155070,22490,398
Iowa,2021-07-12,0,0,3155070,22490,398
Iowa,2021-07-13,0,0,3155070,22490,398
Iowa,2021-07-14,651,9,3155070,23141,407
Iowa,2021-07-15,0,0,3155070,23141,407
Iowa,2021-07-16,0,0,3155070,23141,407
Iowa,2021-07-17,0,0,3155070,23141,407
Iowa,2021-07-18,0,0,3155070,23141,407
Iowa,2021-07-19,0,0,3155070,23141,407
Iowa,2021-07-20,0,0,3155070,23141,407
Iowa,2021-07-21,1395,12,3155070,24536,419
Iowa,2021-07-22,0,0,3155070,24536,419
Iowa,2021-07-23,0,0,3155070,24536,419
Iowa,2021-07-24,0,0,3155070,24536,419
Iowa,2021-07-25,0,0,3155070,24536,419
Iowa,2021-07-26,0,0,3155070,24536,419
Iowa,2021-07-27,0,0,3155070,24536,419
Iowa,2021-07-28,2158,13,3155070,26694,432
Iowa,2021-07-29,0,0,3155070,26694,432
Iowa,2021-07-30,0,0,3155070,26694,432
Iowa,2021-07-31,0,0,3155070,26694,432
Iowa,2021-08-01,0,0,3155070,26694,432
Iowa,2021-08-02,0,0,3155070,26694,432
Iowa,2021-08-03,0,0,3155070,26694,432
Iowa,2021-08-04,3570,10,3155070,30264,442
Iowa,2021-08-05,0,0,3155070,30264,442
Iowa,2021-08-06,0,0,3155070,30264,442
Iowa,2021-08-07,0,0,3155070,30264,442
Iowa,2021-08-08,0,0,3155070,30264,442
Iowa,2021-08-09,0,0,3155070,30264,442
Iowa,2021-08-10,0,0,3155070,30264,442
Iowa,2021-08-11,4872,17,3155070,35136,459
Iowa,2021-08-12,0,0,3155070,35136,459
Iowa,2021-08-13,0,0,3155070,35136,459
Iowa,2021-08-14,0,0,3155070,35136,459
Iowa,2021-08-15,0,0,3155070,35136,459
Iowa,2021-08-16,0,0,3155070,35136,459
Iowa,2021-08-17,0,0,3155070,35136,459
Iowa,2021-08-18,5697,16,3155070,40833,475
Iowa,2021-08-19,0,0,3155070,40833,475
Iowa,2021-08-20,0,0,3155070,40833,475
Iowa,2021-08-21,0,0,3155070,40833,475
Iowa,2021-08-22,0,0,3155070,40833,475
Iowa,2021-08-23,0,0,3155070,40833,475
Iowa,2021-08-24,0,0,3155070,40833,475
Iowa,2021-08-25,7112,42,3155070,47945,517
Iowa,2021-08-26,0,0,3155070,47945,517
Iowa,2021-08-27,0,0,3155070,47945,517
Iowa,2021-08-28,0,0,3155070,47945,517
Iowa,2021-08-29,0,0,3155070,47945,517
Iowa,2021-08-30,0,0,3155070,47945,517
Iowa,2021-08-31,0,0,3155070,47945,517
Iowa,2021-09-01,8308,39,3155070,56253,556
Iowa,2021-09-02,0,0,3155070,56253,556
Iowa,2021-09-03,0,0,3155070,56253,556
Iowa,2021-09-04,0,0,3155070,56253,556
Kansas,2021-04-02,467,19,2913314,467,19
Kansas,2021-04-03,0,0,2913314,467,19
Kansas,2021-04-04,0,0,2913314,467,19
Kansas,2021-04-05,355,-5,2913314,822,14
Kansas,2021-04-06,9,0,2913314,831,14
Kansas,2021-04-07,530,5,2913314,1361,19
Kansas,2021-04-08,22,0,2913314,1383,19
Kansas,2021-04-09,428,6,2913314,1811,25
Kansas,2021-04-10,0,0,2913314,1811,25
Kansas,2021-04-11,0,0,2913314,1811,25
Kansas,2021-04-12,489,-8,2913314,2300,17
Kansas,2021-04-13,1,0,2913314,2301,17
Kansas,2021-04-14,623,13,2913314,2924,30
Kansas,2021-04-15,2,0,2913314,2926,30
Kansas,2021-04-16,519,9,2913314,3445,39
Kansas,2021-04-17,0,0,2913314,3445,39
Kansas,2021-04-18,0,0,2913314,3445,39
Kansas,2021-04-19,409,2,2913314,3854,41
Kansas,2021-04-20,0,0,2913314,3854,41
Kansas,2021-04-21,583,6,2913314,4437,47
Kansas,2021-04-22,6,0,2913314,4443,47
Kansas,2021-04-23,478,7,2913314,4921,54
Kansas,2021-04-24,0,0,2913314,4921,54
Kansas,2021-04-25,0,0,2913314,4921,54
Kansas,2021-04-26,488,2,2913314,5409,56
Kansas,2021-04-27,0,0,2913314,5409,56
Kansas,2021-04-28,640,15,2913314,6049,71
Kansas,2021-04-29,3,0,2913314,6052,71
Kansas,2021-04-30,586,4,2913314,6638,75
Kansas,2021-05-01,0,0,2913314,6638,75
Kansas,2021-05-02,0,0,2913314,6638,75
Kansas,2021-05-03,508,3,2913314,7146,78
Kansas,2021-05-04,0,0,2913314,7146,78
Kansas,2021-05-05,494,14,2913314,7640,92
Kansas,2021-05-06,3,0,2913314,7643,92
Kansas,2021-05-07,445,17,2913314,8088,109
Kansas,2021-05-08,0,0,2913314,8088,109
Kansas,2021-05-09,0,0,2913314,8088,109
Kansas,2021-05-10,351,0,2913314,8439,109
Kansas,2021-05-11,0,0,2913314,8439,109
Kansas,2021-05-12,400,13,2913314,8839,122
Kansas,2021-05-13,38,0,2913314,8877,122
Kansas,2021-05-14,353,9,2913314,9230,131
Kansas,2021-05-15,0,0,2913314,9230,131
Kansas,2021-05-16,0,0,2913314,9230,131
Kansas,2021-05-17,365,2,2913314,9595,133
Kansas,2021-05-18,2,0,2913314,9597,133
Kansas,2021-05-19,499,13,2913314,10096,146
Kansas,2021-05-20,28,0,2913314,10124,146
Kansas,2021-05-21,396,4,2913314,10520,150
Kansas,2021-05-22,0,0,2913314,10520,150
Kansas,2021-05-23,0,0,2913314,10520,150
Kansas,2021-05-24,275,1,2913314,10795,151
Kansas,2021-05-25,0,0,2913314,10795,151
Kansas,2021-05-26,352,9,2913314,11147,160
Kansas,2021-05-27,1,0,2913314,11148,160
Kansas,2021-05-28,221,9,2913314,11369,169
Kansas,2021-05-29,0,0,2913314,11369,169
Kansas,2021-05-30,0,0,2913314,11369,169
Kansas,2021-05-31,0,0,2913314,11369,169
Kansas,2021-06-01,3,0,2913314,11372,169
Kansas,2021-06-02,433,4,2913314,11805,173
Kansas,2021-06-03,0,0,2913314,11805,173
Kansas,2021-06-04,292,4,2913314,12097,177
Kansas,2021-06-05,0,0,2913314,12097,177
Kansas,2021-06-06,0,0,2913314,12097,177
Kansas,2021-06-07,209,16,2913314,12306,193
Kansas,2021-06-08,4,0,2913314,12310,193
Kansas,2021-06-09,385,3,2913314,12695,196
Kansas,2021-06-10,0,0,2913314,12695,196
Kansas,2021-06-11,229,3,2913314,12924,199
Kansas,2021-06-12,0,0,2913314,12924,199
Kansas,2021-06-13,0,0,2913314,12924,199
Kansas,2021-06-14,233,18,2913314,13157,217
Kansas,2021-06-15,0,0,2913314,13157,217
Kansas,2021-06-16,319,3,2913314,13476,220
Kansas,2021-06-17,2,0,2913314,13478,220
Kansas,2021-06-18,170,1,2913314,13648,221
Kansas,2021-06-19,0,0,2913314,13648,221
Kansas,2021-06-20,0,0,2913314,13648,221
Kansas,2021-06-21,146,0,2913314,13794,221
Kansas,2021-06-22,0,0,2913314,13794,221
Kansas,2021-06-23,341,10,2913314,14135,231
Kansas,2021-06-24,0,0,2913314,14135,231
Kansas,2021-06-25,255,8,2913314,14390,239
Kansas,2021-06-26,0,0,2913314,14390,239
Kansas,2021-06-27,0,0,2913314,14390,239
Kansas,2021-06-28,337,3,2913314,14727,242
Kansas,2021-06-29,1,0,2913314,14728,242
Kansas,2021-06-30,435,6,2913314,15163,248
Kansas,2021-07-01,24,0,2913314,15187,248
Kansas,2021-07-02,392,2,2913314,15579,250
Kansas,2021-07-03,0,0,2913314,15579,250
Kansas,2021-07-04,0,0,2913314,15579,250
Kansas,2021-07-05,0,0,2913314,15579,250
Kansas,2021-07-06,11,0,2913314,15590,250
Kansas,2021-07-07,1029,7,2913314,16619,257
Kansas,2021-07-08,20,1,2913314,16639,258
Kansas,2021-07-09,812,10,2913314,17451,268
Kansas,2021-07-10,0,0,2913314,17451,268
Kansas,2021-07-11,0,0,2913314,17451,268
Kansas,2021-07-12,662,12,2913314,18113,280
Kansas,2021-07-13,0,0,2913314,18113,280
Kansas,2021-07-14,133,1,2913314,18246,281
Kansas,2021-07-15,1094,8,2913314,19340,289
Kansas,2021-07-16,1065,4,2913314,20405,293
Kansas,2021-07-17,0,0,2913314,20405,293
Kansas,2021-07-18,8,-3,2913314,20413,290
Kansas,2021-07-19,809,1,2913314,21222,291
Kansas,2021-07-20,0,0,2913314,21222,291
Kansas,2021-07-21,32,0,2913314,21254,291
Kansas,2021-07-22,1458,20,2913314,22712,311
Kansas,2021-07-23,1511,22,2913314,24223,333
Kansas,2021-07-24,0,0,2913314,24223,333
Kansas,2021-07-25,0,0,2913314,24223,333
Kansas,2021-07-26,1498,4,2913314,25721,337
Kansas,2021-07-27,0,126,2913314,25721,463
Kansas,2021-07-28,206,-122,2913314,25927,341
Kansas,2021-07-29,2053,4,2913314,27980,345
Kansas,2021-07-30,1908,8,2913314,29888,353
Kansas,2021-07-31,0,0,2913314,29888,353
Kansas,2021-08-01,0,0,2913314,29888,353
Kansas,2021-08-02,76,0,2913314,29964,353
Kansas,2021-08-03,0,0,2913314,29964,353
Kansas,2021-08-04,199,3,2913314,30163,356
Kansas,2021-08-05,4187,28,2913314,34350,384
Kansas,2021-08-06,2179,13,2913314,36529,397
Kansas,2021-08-07,0,0,2913314,36529,397
Kansas,2021-08-08,0,0,2913314,36529,397
Kansas,2021-08-09,2712,22,2913314,39241,419
Kansas,2021-08-10,0,0,2913314,39241,419
Kansas,2021-08-11,2707,35,2913314,41948,454
Kansas,2021-08-12,0,0,2913314,41948,454
Kansas,2021-08-13,2940,29,2913314,44888,483
Kansas,2021-08-14,0,0,2913314,44888,483
Kansas,2021-08-15,0,0,2913314,44888,483
Kansas,2021-08-16,2506,9,2913314,47394,492
Kansas,2021-08-17,10,0,2913314,47404,492
Kansas,2021-08-18,124,0,2913314,47528,492
Kansas,2021-08-19,19,0,2913314,47547,492
Kansas,2021-08-20,5495,98,2913314,53042,590
Kansas,2021-08-21,52,0,2913314,53094,590
Kansas,2021-08-22,0,0,2913314,53094,590
Kansas,2021-08-23,121,0,2913314,53215,590
Kansas,2021-08-24,2679,3,2913314,55894,593
Kansas,2021-08-25,3463,37,2913314,59357,630
Kansas,2021-08-26,37,0,2913314,59394,630
Kansas,2021-08-27,3312,12,2913314,62706,642
Kansas,2021-08-28,78,0,2913314,62784,642
Kansas,2021-08-29,0,0,2913314,62784,642
Kansas,2021-08-30,3144,10,2913314,65928,652
Kansas,2021-08-31,26,0,2913314,65954,652
Kansas,2021-09-01,4206,24,2913314,70160,676
Kansas,2021-09-02,26,1,2913314,70186,677
Kansas,2021-09-03,3932,50,2913314,74118,727
Kansas,2021-09-04,0,0,2913314,74118,727
Kentucky,2021-04-02,685,21,4467673,685,21
Kentucky,2021-04-03,579,20,4467673,1264,41
Kentucky,2021-04-04,0,0,4467673,1264,41
Kentucky,2021-04-05,405,22,4467673,1669,63
Kentucky,2021-04-06,330,13,4467673,1999,76
Kentucky,2021-04-07,1019,14,4467673,3018,90
Kentucky,2021-04-08,627,16,4467673,3645,106
Kentucky,2021-04-09,733,9,4467673,4378,115
Kentucky,2021-04-10,500,18,4467673,4878,133
Kentucky,2021-04-11,365,9,4467673,5243,142
Kentucky,2021-04-12,267,7,4467673,5510,149
Kentucky,2021-04-13,796,4,4467673,6306,153
Kentucky,2021-04-14,774,24,4467673,7080,177
Kentucky,2021-04-15,821,17,4467673,7901,194
Kentucky,2021-04-16,702,15,4467673,8603,209
Kentucky,2021-04-17,592,13,4467673,9195,222
Kentucky,2021-04-18,275,8,4467673,9470,230
Kentucky,2021-04-19,231,9,4467673,9701,239
Kentucky,2021-04-20,604,13,4467673,10305,252
Kentucky,2021-04-21,780,13,4467673,11085,265
Kentucky,2021-04-22,624,8,4467673,11709,273
Kentucky,2021-04-23,598,22,4467673,12307,295
Kentucky,2021-04-24,482,33,4467673,12789,328
Kentucky,2021-04-25,324,13,4467673,13113,341
Kentucky,2021-04-26,211,10,4467673,13324,351
Kentucky,2021-04-27,714,17,4467673,14038,368
Kentucky,2021-04-28,738,9,4467673,14776,377
Kentucky,2021-04-29,790,12,4467673,15566,389
Kentucky,2021-04-30,719,4,4467673,16285,393
Kentucky,2021-05-01,644,12,4467673,16929,405
Kentucky,2021-05-02,368,4,4467673,17297,409
Kentucky,2021-05-03,310,8,4467673,17607,417
Kentucky,2021-05-04,772,7,4467673,18379,424
Kentucky,2021-05-05,708,10,4467673,19087,434
Kentucky,2021-05-06,653,6,4467673,19740,440
Kentucky,2021-05-07,633,11,4467673,20373,451
Kentucky,2021-05-08,542,19,4467673,20915,470
Kentucky,2021-05-09,195,8,4467673,21110,478
Kentucky,2021-05-10,155,11,4467673,21265,489
Kentucky,2021-05-11,757,23,4467673,22022,512
Kentucky,2021-05-12,677,10,4467673,22699,522
Kentucky,2021-05-13,672,7,4467673,23371,529
Kentucky,2021-05-14,553,6,4467673,23924,535
Kentucky,2021-05-15,484,5,4467673,24408,540
Kentucky,2021-05-16,287,8,4467673,24695,548
Kentucky,2021-05-17,284,6,4467673,24979,554
Kentucky,2021-05-18,639,11,4467673,25618,565
Kentucky,2021-05-19,584,5,4467673,26202,570
Kentucky,2021-05-20,565,15,4467673,26767,585
Kentucky,2021-05-21,541,5,4467673,27308,590
Kentucky,2021-05-22,425,7,4467673,27733,597
Kentucky,2021-05-23,215,11,4467673,27948,608
Kentucky,2021-05-24,263,4,4467673,28211,612
Kentucky,2021-05-25,573,5,4467673,28784,617
Kentucky,2021-05-26,436,19,4467673,29220,636
Kentucky,2021-05-27,420,4,4467673,29640,640
Kentucky,2021-05-28,410,10,4467673,30050,650
Kentucky,2021-05-29,383,24,4467673,30433,674
Kentucky,2021-05-30,0,0,4467673,30433,674
Kentucky,2021-05-31,0,0,4467673,30433,674
Kentucky,2021-06-01,437,285,4467673,30870,959
Kentucky,2021-06-02,412,4,4467673,31282,963
Kentucky,2021-06-03,416,6,4467673,31698,969
Kentucky,2021-06-04,509,9,4467673,32207,978
Kentucky,2021-06-05,363,5,4467673,32570,983
Kentucky,2021-06-06,0,0,4467673,32570,983
Kentucky,2021-06-07,108,12,4467673,32678,995
Kentucky,2021-06-08,599,6,4467673,33277,1001
Kentucky,2021-06-09,327,12,4467673,33604,1013
Kentucky,2021-06-10,271,17,4467673,33875,1030
Kentucky,2021-06-11,230,9,4467673,34105,1039
Kentucky,2021-06-12,273,8,4467673,34378,1047
Kentucky,2021-06-13,83,3,4467673,34461,1050
Kentucky,2021-06-14,129,5,4467673,34590,1055
Kentucky,2021-06-15,268,8,4467673,34858,1063
Kentucky,2021-06-16,222,4,4467673,35080,1067
Kentucky,2021-06-17,232,3,4467673,35312,1070
Kentucky,2021-06-18,183,2,4467673,35495,1072
Kentucky,2021-06-19,0,0,4467673,35495,1072
Kentucky,2021-06-20,0,0,4467673,35495,1072
Kentucky,2021-06-21,355,10,4467673,35850,1082
Kentucky,2021-06-22,181,4,4467673,36031,1086
Kentucky,2021-06-23,160,2,4467673,36191,1088
Kentucky,2021-06-24,166,4,4467673,36357,1092
Kentucky,2021-06-25,189,4,4467673,36546,1096
Kentucky,2021-06-26,0,0,4467673,36546,1096
Kentucky,2021-06-27,0,0,4467673,36546,1096
Kentucky,2021-06-28,298,8,4467673,36844,1104
Kentucky,2021-06-29,207,5,4467673,37051,1109
Kentucky,2021-06-30,274,3,4467673,37325,1112
Kentucky,2021-07-01,163,3,4467673,37488,1115
Kentucky,2021-07-02,160,6,4467673,37648,1121
Kentucky,2021-07-03,0,0,4467673,37648,1121
Kentucky,2021-07-04,0,0,4467673,37648,1121
Kentucky,2021-07-05,0,0,4467673,37648,1121
Kentucky,2021-07-06,423,16,4467673,38071,1137
Kentucky,2021-07-07,331,5,4467673,38402,1142
Kentucky,2021-07-08,301,3,4467673,38703,1145
Kentucky,2021-07-09,339,2,4467673,39042,1147
Kentucky,2021-07-10,0,0,4467673,39042,1147
Kentucky,2021-07-11,0,0,4467673,39042,1147
Kentucky,2021-07-12,728,10,4467673,39770,1157
Kentucky,2021-07-13,432,6,4467673,40202,1163
Kentucky,2021-07-14,636,5,4467673,40838,1168
Kentucky,2021-07-15,534,5,4467673,41372,1173
Kentucky,2021-07-16,496,3,4467673,41868,1176
Kentucky,2021-07-17,0,0,4467673,41868,1176
Kentucky,2021-07-18,0,0,4467673,41868,1176
Kentucky,2021-07-19,970,17,4467673,42838,1193
Kentucky,2021-07-20,989,3,4467673,43827,1196
Kentucky,2021-07-21,936,2,4467673,44763,1198
Kentucky,2021-07-22,898,2,4467673,45661,1200
Kentucky,2021-07-23,941,4,4467673,46602,1204
Kentucky,2021-07-24,0,0,4467673,46602,1204
Kentucky,2021-07-25,0,0,4467673,46602,1204
Kentucky,2021-07-26,2206,7,4467673,48808,1211
Kentucky,2021-07-27,1232,4,4467673,50040,1215
Kentucky,2021-07-28,1549,2,4467673,51589,1217
Kentucky,2021-07-29,1570,2,4467673,53159,1219
Kentucky,2021-07-30,1598,7,4467673,54757,1226
Kentucky,2021-07-31,0,0,4467673,54757,1226
Kentucky,2021-08-01,0,0,4467673,54757,1226
Kentucky,2021-08-02,3516,14,4467673,58273,1240
Kentucky,2021-08-03,1756,4,4467673,60029,1244
Kentucky,2021-08-04,2528,10,4467673,62557,1254
Kentucky,2021-08-05,2157,4,4467673,64714,1258
Kentucky,2021-08-06,2576,6,4467673,67290,1264
Kentucky,2021-08-07,0,0,4467673,67290,1264
Kentucky,2021-08-08,0,0,4467673,67290,1264
Kentucky,2021-08-09,5135,15,4467673,72425,1279
Kentucky,2021-08-10,2445,7,4467673,74870,1286
Kentucky,2021-08-11,2920,14,4467673,77790,1300
Kentucky,2021-08-12,2678,6,4467673,80468,1306
Kentucky,2021-08-13,3914,12,4467673,84382,1318
Kentucky,2021-08-14,0,0,4467673,84382,1318
Kentucky,2021-08-15,0,0,4467673,84382,1318
Kentucky,2021-08-16,6763,25,4467673,91145,1343
Kentucky,2021-08-17,3222,8,4467673,94367,1351
Kentucky,2021-08-18,3537,9,4467673,97904,1360
Kentucky,2021-08-19,4827,9,4467673,102731,1369
Kentucky,2021-08-20,3857,40,4467673,106588,1409
Kentucky,2021-08-21,0,0,4467673,106588,1409
Kentucky,2021-08-22,0,0,4467673,106588,1409
Kentucky,2021-08-23,8601,41,4467673,115189,1450
Kentucky,2021-08-24,4626,17,4467673,119815,1467
Kentucky,2021-08-25,4844,65,4467673,124659,1532
Kentucky,2021-08-26,5334,27,4467673,129993,1559
Kentucky,2021-08-27,4788,18,4467673,134781,1577
Kentucky,2021-08-28,0,0,4467673,134781,1577
Kentucky,2021-08-29,0,0,4467673,134781,1577
Kentucky,2021-08-30,9894,56,4467673,144675,1633
Kentucky,2021-08-31,4534,23,4467673,149209,1656
Kentucky,2021-09-01,4931,12,4467673,154140,1668
Kentucky,2021-09-02,5432,45,4467673,159572,1713
Kentucky,2021-09-03,5075,24,4467673,164647,1737
Kentucky,2021-09-04,0,0,4467673,164647,1737
Louisiana,2021-04-02,0,0,4648794,0,0
Louisiana,2021-04-03,0,0,4648794,0,0
Louisiana,2021-04-04,0,0,4648794,0,0
Louisiana,2021-04-05,1268,4,4648794,1268,4
Louisiana,2021-04-06,218,9,4648794,1486,13
Louisiana,2021-04-07,700,11,4648794,2186,24
Louisiana,2021-04-08,449,15,4648794,2635,39
Louisiana,2021-04-09,734,16,4648794,3369,55
Louisiana,2021-04-10,0,0,4648794,3369,55
Louisiana,2021-04-11,0,0,4648794,3369,55
Louisiana,2021-04-12,989,25,4648794,4358,80
Louisiana,2021-04-13,452,14,4648794,4810,94
Louisiana,2021-04-14,394,9,4648794,5204,103
Louisiana,2021-04-15,803,9,4648794,6007,112
Louisiana,2021-04-16,479,9,4648794,6486,121
Louisiana,2021-04-17,0,0,4648794,6486,121
Louisiana,2021-04-18,0,0,4648794,6486,121
Louisiana,2021-04-19,1396,11,4648794,7882,132
Louisiana,2021-04-20,360,13,4648794,8242,145
Louisiana,2021-04-21,666,10,4648794,8908,155
Louisiana,2021-04-22,623,8,4648794,9531,163
Louisiana,2021-04-23,541,12,4648794,10072,175
Louisiana,2021-04-24,0,0,4648794,10072,175
Louisiana,2021-04-25,0,0,4648794,10072,175
Louisiana,2021-04-26,891,6,4648794,10963,181
Louisiana,2021-04-27,452,10,4648794,11415,191
Louisiana,2021-04-28,442,15,4648794,11857,206
Louisiana,2021-04-29,570,9,4648794,12427,215
Louisiana,2021-04-30,685,6,4648794,13112,221
Louisiana,2021-05-01,0,0,4648794,13112,221
Louisiana,2021-05-02,0,0,4648794,13112,221
Louisiana,2021-05-03,759,11,4648794,13871,232
Louisiana,2021-05-04,997,12,4648794,14868,244
Louisiana,2021-05-05,466,13,4648794,15334,257
Louisiana,2021-05-06,407,7,4648794,15741,264
Louisiana,2021-05-07,563,8,4648794,16304,272
Louisiana,2021-05-08,0,0,4648794,16304,272
Louisiana,2021-05-09,0,0,4648794,16304,272
Louisiana,2021-05-10,1095,5,4648794,17399,277
Louisiana,2021-05-11,649,13,4648794,18048,290
Louisiana,2021-05-12,480,12,4648794,18528,302
Louisiana,2021-05-13,415,6,4648794,18943,308
Louisiana,2021-05-14,421,9,4648794,19364,317
Louisiana,2021-05-15,0,0,4648794,19364,317
Louisiana,2021-05-16,0,0,4648794,19364,317
Louisiana,2021-05-17,1113,11,4648794,20477,328
Louisiana,2021-05-18,494,11,4648794,20971,339
Louisiana,2021-05-19,615,9,4648794,21586,348
Louisiana,2021-05-20,420,8,4648794,22006,356
Louisiana,2021-05-21,340,5,4648794,22346,361
Louisiana,2021-05-22,0,0,4648794,22346,361
Louisiana,2021-05-23,0,0,4648794,22346,361
Louisiana,2021-05-24,587,13,4648794,22933,374
Louisiana,2021-05-25,1043,13,4648794,23976,387
Louisiana,2021-05-26,419,14,4648794,24395,401
Louisiana,2021-05-27,467,8,4648794,24862,409
Louisiana,2021-05-28,354,6,4648794,25216,415
Louisiana,2021-05-29,0,0,4648794,25216,415
Louisiana,2021-05-30,0,0,4648794,25216,415
Louisiana,2021-05-31,0,0,4648794,25216,415
Louisiana,2021-06-01,978,16,4648794,26194,431
Louisiana,2021-06-02,641,3,4648794,26835,434
Louisiana,2021-06-03,313,10,4648794,27148,444
Louisiana,2021-06-04,364,10,4648794,27512,454
Louisiana,2021-06-05,0,0,4648794,27512,454
Louisiana,2021-06-06,0,0,4648794,27512,454
Louisiana,2021-06-07,796,4,4648794,28308,458
Louisiana,2021-06-08,102,3,4648794,28410,461
Louisiana,2021-06-09,774,9,4648794,29184,470
Louisiana,2021-06-10,473,7,4648794,29657,477
Louisiana,2021-06-11,228,10,4648794,29885,487
Louisiana,2021-06-12,0,0,4648794,29885,487
Louisiana,2021-06-13,0,0,4648794,29885,487
Louisiana,2021-06-14,554,7,4648794,30439,494
Louisiana,2021-06-15,559,5,4648794,30998,499
Louisiana,2021-06-16,325,10,4648794,31323,509
Louisiana,2021-06-17,335,7,4648794,31658,516
Louisiana,2021-06-18,326,11,4648794,31984,527
Louisiana,2021-06-19,0,0,4648794,31984,527
Louisiana,2021-06-20,0,0,4648794,31984,527
Louisiana,2021-06-21,686,5,4648794,32670,532
Louisiana,2021-06-22,325,6,4648794,32995,538
Louisiana,2021-06-23,482,10,4648794,33477,548
Louisiana,2021-06-24,365,8,4648794,33842,556
Louisiana,2021-06-25,210,6,4648794,34052,562
Louisiana,2021-06-26,0,0,4648794,34052,562
Louisiana,2021-06-27,0,0,4648794,34052,562
Louisiana,2021-06-28,942,5,4648794,34994,567
Louisiana,2021-06-29,413,4,4648794,35407,571
Louisiana,2021-06-30,591,6,4648794,35998,577
Louisiana,2021-07-01,568,10,4648794,36566,587
Louisiana,2021-07-02,525,9,4648794,37091,596
Louisiana,2021-07-03,0,0,4648794,37091,596
Louisiana,2021-07-04,0,0,4648794,37091,596
Louisiana,2021-07-05,0,0,4648794,37091,596
Louisiana,2021-07-06,2017,6,4648794,39108,602
Louisiana,2021-07-07,1226,2,4648794,40334,604
Louisiana,2021-07-08,786,6,4648794,41120,610
Louisiana,2021-07-09,969,10,4648794,42089,620
Louisiana,2021-07-10,0,0,4648794,42089,620
Louisiana,2021-07-11,0,0,4648794,42089,620
Louisiana,2021-07-12,2393,8,4648794,44482,628
Louisiana,2021-07-13,953,9,4648794,45435,637
Louisiana,2021-07-14,1936,10,4648794,47371,647
Louisiana,2021-07-15,1500,13,4648794,48871,660
Louisiana,2021-07-16,1605,7,4648794,50476,667
Louisiana,2021-07-17,0,0,4648794,50476,667
Louisiana,2021-07-18,0,0,4648794,50476,667
Louisiana,2021-07-19,3987,13,4648794,54463,680
Louisiana,2021-07-20,1562,20,4648794,56025,700
Louisiana,2021-07-21,5388,13,4648794,61413,713
Louisiana,2021-07-22,2834,15,4648794,64247,728
Louisiana,2021-07-23,3127,11,4648794,67374,739
